#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
#########################################;;;;;;;;;;;x
#  Division Description                  ;;;;;;;;;;;x
#########################################;;;;;;;;;;;x
LDESC_MARINE;Marines are an elite branch of the Infantry, specifically trained for assaulting beaches and other naval operations. They make use of specialised equipment and tactics to give them an edge over regular Infantry in such an environment.;Les unitйs d'assaut amphibie font partie des divisions d’йlite de l’infanterie, ils sont entraоnйs а dйbarquer sur les plages ennemies ou а mener toute sorte d’opйration navale. Ils utilisent un йquipement et des stratйgies spйcialement йtudiйes qui leur permettent de dominer l’infanterie ordinaire dans un environnement maritime.;I marine sono un corpo speciale della fanteria, addestrati specificatamente per assaltare le spiagge e compiere altre operazioni navali. Utilizzano equipaggiamenti speciali e tattiche che li rendono molto piщ efficaci della fanteria regolare in tali ambienti.;Los marines (infantes de marina) son una de las ramas de elite de la infanterнa y estбn entrenados especнficamente para asaltar playas y realizar otras operaciones navales. Usan tбcticas y equipo especializados para tener superioridad sobre la infanterнa regular en ese entorno.;Die Marineinfanterie zдhlt ebenfalls zur Elite der Infanterie. Sie ist speziell dazu ausgebildet, Strдnde zu stьrmen und andere amphibische Operation durchzufьhren. Sie verwendet eine spezielle Ausrьstung und Taktik, die ihrer Einsatzumgebung angepasst ist.;Piechota morska jest elitarn№ odmian№ piechoty, szkolon№ specjalnie do zdobywania plaї i przeprowadzania operacji okrкtowych. Korzysta ona ze specjalnego sprzкtu i taktyki daj№cej jej przewagк nad zwykі№ piechot№ w tego typu zadaniach.;;Морская пехота является элитным типом пехоты, специально подготовленным для нападения на береговые территории и для проведения других операций на море. Она использует специальное вооружение и тактику, что дает им преимущество перед обычной пехотой в определенных ситуациях.;;;x
LDESC_BERGSJAEGER;Mountain Troops are an elite branch of the Infantry, specifically trained for operations in mountainous terrain.  They make use of specialised equipment and tactics to give them an edge over regular Infantry in such an environment.;Les troupes alpines marins font partie des divisions d’йlite de l’infanterie, elles sont entraоnйs а mener des opйrations en zone montagneuse. Elles utilisent un йquipement et des stratйgies spйcialement йtudiйes qui leur permettent de dominer l’infanterie ordinaire dans un environnement alpin.;Gli alpini sono un corpo speciale della fanteria, addestrati specificatamente per le operazioni nelle province montane. Utilizzano equipaggiamenti e tattiche speciali che li rendono molto piщ efficaci della fanteria regolare in tali ambienti.;La infanterнa de montaсa es una de las ramas de elite de la infanterнa y estб entrenada especнficamente para las operaciones en las provincias montaсosas.  Usan tбcticas y equipo especializados para tener superioridad sobre la infanterнa regular en ese entorno.;Die Gebirgsjдger sind Eliteeinheit der Infanterie, die speziell fьr Operationen im Gebirge ausgebildet sind. Sie verwenden eine spezielle Ausrьstung und Taktik, die ihrer Einsatzumgebung angepasst ist.;Strzelcy gуrscy s№ elitarn№ odmian№ piechoty, szkolon№ do walki w prowincjach gуrzystych. Korzystaj№ oni ze specjalnego sprzкtu i taktyki daj№cej im przewagк nad zwykі№ piechot№ na tego typu obszarze.;;Горнострелковые войска являются элитным видом пехоты, специально подготовленным для проведения операций в горной местности. Они используют специальное оборудование и тактику, что дает им преимущество перед обычной пехотой в определенных ситуациях.;;;x
LDESC_GARRISON;Garrison Divisions are second line troops used to safeguard valuable objectives far from the front lines. They lack heavy equipment and transportation, making them immobile except for strategic redeployment. They have limited fighting capability but can be used to free more capable troops for frontline use.;Les Garnisons sont des troupes de seconde ligne qui servent а protйger les objectifs de grande valeur situйs loin des premiиres lignes. Elles manquent de transport et d’йquipement lourd, ce qui les immobilise, sauf dans le cas de redйploiement stratйgique. Leurs capacitйs de combat sont limitйes, mais elles peuvent servir а remplacer des troupes plus compйtentes sur le premier front.;Le Divisioni presidio sono truppe delle file secondarie utilizzate per difendere obiettivi strategici lontano dal fronte. Non disponendo di equipaggiamenti pesanti e mezzi di trasporto, non possono spostarsi se non per uno schieramento strategico. Dispongono di capacitа di combattimento limitate, ma possono essere usate per sostituire truppe piщ capaci da impiegare al fronte.;Las divisiones de guarniciуn son tropas de segunda lнnea que se emplean para salvaguardar objetivos valiosos lejos del frente. Carecen de equipo pesado y transporte, lo que las convierte en inmуviles excepto para un traslado estratйgico. Tienen una capacidad de combate limitada, pero pueden utilizarse para permitir el uso de tropas mбs capaces en el frente.;Garnisonen sind Truppen der zweiten Verteidigungslinie, die wertvolle Objekte weit entfernt von den Frontlinien bewachen. Sie sind leicht bewaffnet und kцnnen nur strategisch verlegt werden. Sie haben eine eingeschrдnkte Kampffдhigkeit, kцnnen aber gegen Truppen ausgetauscht werden, die sich besser fьr die Frontlinien eignen.;Dywizje garnizonowe s№ oddziaіami drugiej linii, wykorzystywanymi do ochrony cennych obiektуw z dala od frontu. Nie wyposaїa siк ich w ciкїki sprzкt, ani њrodki transportu. Moїna je przenieњж jedynie w wyniku strategicznej dyslokacji. Ich zdolnoњci bojowe s№ ograniczone, ale ich istnienie pozwala wykorzystaж lepsze jednostki do dziaіaс na froncie.;;Гарнизонные дивизии - это тыловые войска, предназначенные для охраны важных объектов вдали от фронта. Они не слишком сильны, но их использование позволит более боеспособным соединениям не отвлекаться на охрану тыла. У них нет тяжелого оборудования и транспорта, поэтому их можно перемещать только при помощи стратегической передислокации.;;;x
LDESC_HQ;Headquarters are the brains of your armed forces. They contain the staff that keeps your army running, such as logistics and planning staff. They give a bonus to the units fighting in the vicinity but it is advisable to guard them, as their own fighting ability is poor.;Les QG reprйsentent le cerveau de vos forces armйes. On trouve chez eux l’ensemble du personnel qui permet а votre armйe d’exister et de fonctionner, par ex. le personnel logistique et les commandants. Ils apportent un bonus aux unitйs qui combattent а proximitй, il serait avisй de les protйger, car leur capacitй de combat est trиs faible.;Le Divisioni QG sono la mente delle tue forze armate. Includono l’intero staff di gestione dell’esercito, come il personale logistico e di comando. Queste divisioni conferiscono un bonus alle unitа che combattono nelle vicinanze per cui и altamente raccomandabile difenderle, dal momento che la loro abilitа di combattimento и molto scarsa.;Las divisiones de estado mayor son el cerebro de tus fuerzas armadas. Engloban a todo el personal que mantiene a tu ejйrcito en funcionamiento, como la logнstica y la comandancia. Dan una bonificaciуn a las unidades que combaten en las proximidades, y es altamente recomendable proteger dichas divisiones, ya que su capacidad de lucha es muy escasa.;Hauptquartiere sind das Gehirn Ihrer Streitkrдfte. Sie stellen all die Ausrьstung zusammen, die ihre Armee funktionsfдhig hдlt und kьmmern sich um die Logistik und den Befehlsstab. Sie erteilen den Einheiten in der nдheren Umgebung Kampf-Boni, mьssen aber wegen ihrer geringen eigenen Kampffдhigkeit stдndig geschьtzt werden.;Dywizje dowodzenia s№ mуzgiem operacyjnym Twoich wojsk. Skіada siк na nie personel, od ktуrego zaleїy logistyka i dowуdztwo. Ich bliskoњж premiuje zdolnoњci innych jednostek znadjuj№cych siк w okolicy, jednak dywizje dowodzenia trzeba dobrze ochraniaж, gdyї ich wіasne moїliwoњci bojowe s№ nikіe.;;Штабные дивизии - мозг вашей армии. Они включают в себя командно-штабной личный состав, давая преимущества близлежащим войсковым соединениям. Однако сами по себе они очень слабы, поэтому рекомендуется хорошо охранять их.;;;x
LDESC_CAS;Close Air Support is the key to the blitzkrieg tactic. These planes have the ability to strike precisely at enemy units, enabling your ground forces to achieve a rapid breakthrough. They are slow, sturdy planes and this makes them an easy target for enemy fighters.;Les bombardiers en piquй (ou BEP) reprйsentent le facteur-clй de toutes les tactiques de guerre-йclair. Seuls ces appareils sont capables d’assener un coup majeur aux unitйs ennemies, et d’aider vos forces terrestres а faire une percйe rapide. Ce sont des avions lents et robustes, ce qui en fait une cible idйale pour les chasseurs ennemis !;I CAS, o Supporto aereo ravvicinato, и il punto chiave di qualsiasi tattica di guerra lampo. Solo questo tipo di velivoli и in grado di colpire duramente le unitа nemiche, permettendo alle forze di terra di aprirsi rapidamente un varco. Si tratta di aerei lenti e robusti, facile bersaglio, perciт, dei caccia nemici.;El AAP o apoyo aйreo de proximidad es la clave para cualquier tбctica blitzkrieg. Sуlo esos aviones tienen la capacidad de atacar duramente a las unidades enemigas, lo que permite a tus fuerzas de tierra conseguir una penetraciуn rбpida. Son aviones lentos y resistentes, lo que los convierte en un blanco fбcil para los cazas enemigos.;Stukas bieten den Schlьssel zum Blitzkrieg. Nur diese Flugzeuge haben die Mцglichkeit, den Feind hart zutreffen und Ihren Landeinheiten einen schnellen Durchbruch zu ermцglichen. Es sind langsame, robuste Flieger, weswegen sie ein leichtes Ziel fьr feindliche Jдger darstellen.;CAS, czyli samoloty bezpoњredniego wsparcia z powietrza, s№ kluczowym elementem kaїdej wojny bіyskawicznej. Tylko samoloty CAS maj№ zdolnoњж silnego uderzenia w jednostki wroga, co pozwala siіom l№dowym na szybkie przebicie siк przez liniк frontu. Choж s№ odporne na zniszczenie, charakteryzuj№ siк takїe powolnoњci№, a w zwi№zku z tym stanowi№ іatwy cel dla myњliwcуw wroga.;;Самолеты-штурмовики - это основа любого блицкрига. Эти самолеты уничтожают вражеские наземные войска очень эффективно, позволяя вашим сухопутным силам быстро продвигаться вперед. Однако штурмовики медлительны и уязвимы для вражеских истребителей.;;;x
LDESC_INTERCEPTOR;Interceptors are short-range fighters designed to destroy enemy bombers. They have high speed and good manouverability to make them agile enough to evade the machine guns of the bombers, while having the firepower needed to disable a heavy, armoured bomber.  Against enemy fighters, they are less effective yet they still put up a good fight.;Les intercepteurs sont des chasseurs а courte portйe optimisйs pour combattre les bombardiers ennemis. Leur vitesse est trиs importante et ils bйnйficient d’une grande maniabilitй, ce qui les rend suffisamment agiles pour йchapper aux mitrailleuses des bombardiers. Ils sont un peu moins efficaces contre les chasseurs ennemis, mais tout de mкme capables de se dйfendre correctement.;Gli Intercettori sono caccia a corto raggio ottimizzati per il combattimento contro i bombardieri nemici. Sono molto veloci e facilmente manovrabili, cosa che permette loro di schivare con agilitа le mitragliatrici dei bombardieri nemici. Contro i caccia risultano un po’ meno efficaci, ma sono comunque in grado di combattere in modo soddisfacente.;Los interceptores son cazas de corto alcance optimizados para el combate contra bombarderos enemigos. Tienen una gran velocidad y una buena maniobrabilidad para resultar lo bastante бgiles como para evadir las ametralladoras de los bombarderos. Son algo menos efectivos contra los cazas enemigos, aunque siguen siendo un buen reto.;Abfangjдger sind Kurzstrecken-Jдger, die fьr den Kampf gegen feindliche Bomber optimiert sind. Sie sind дuЯerst schnell und manцvrierfдhig, weswegen sie leicht den Maschinengewehren der Bomber ausweichen kцnnen. Gegen feindliche Jдger sind sie weniger effektiv, halten sich dennoch ganz gut.;Myњliwce przechwytuj№ce to samoloty maіego zasiкgu, projektowane z myњl№ o walce przeciw wrogim bombowcom. S№ bardzo szybkie i wystarczaj№co zwrotne, by unikaж nieprzyjacielskiego ostrzaіu z karabinуw maszynowych. S№ nieco mniej skuteczne przeciwko myњliwcom, ale z nimi takїe nieџle sobie radz№.;;Перехватчики - это истребители ближнего радиуса действия, оптимизированные для борьбы с вражескими бомбардировщиками. У них высокая скорость и хорошая маневренность, что позволяет им уворачиваться от пулеметов бомбардировщиков. Но они менее эффективны в борьбе с истребителями, хотя и могут неплохо постоять за себя.;;;x
LDESC_MULTI_ROLE;Fighters are the backbone of any air force. They are used to achieve air superiority, engage enemy bombers and fighters. They are all-rounders, being able to fulfill any mission given to them, but excelling at none in particular.;Les chasseurs reprйsentent la ‘colonne vertйbrale’ de l’armйe de l’air, ils servent а attaquer les bombardiers et les chasseurs ennemis, et, utilisйs judicieusement, confиrent la supйrioritй aйrienne. Ce sont des appareils polyvalents, qui peuvent remplir toutes les missions qui leur sont confiйes, mais qui n’excellent dans aucune en particulier.;I Caccia sono la spina dorsale di ogni forza aerea. Vengono usati per ottenere la superioritа aerea, attaccare i bombardieri e i caccia nemici. Sono velivoli completi, in grado di eseguire qualsiasi missione, senza perт eccellere in alcuna.;Los cazas son la columna vertebral de cualquier fuerza aйrea. Se usan para lograr la superioridad aйrea y para combatir a bombarderos y cazas enemigos. Son polifacйticos, capaces de cumplir cualquier misiуn que se les encomiende, pero sin destacar en nada concreto. ;Mehrzweckjдger sind das Rьckgrat jeder Luftwaffe. Sie werden gegen feindliche Bomber und Jдger und zum Erlangen der Luftьberlegenheit eingesetzt. Sie kцnnen universal in jeder Mission eingesetzt werden, tun sich aber bei keiner sonderlich hervor. ;Myњliwce stanowi№ rdzeс kaїdej floty powietrznej. Wykorzystuje siк je do uzyskania przewagi w powietrzu oraz zwi№zywania walk№ myњliwcуw i bombowcуw wroga. S№ wszechstronne i mog№ realizowaж rуїnorodne misje, ale w їadnych siк nie specjalizuj№.;;Истребители - это основа любых ВВС.Они используются для завоевания превосходства в воздухе, для перехвата вражеских самолетов и для многих других целей. Будучи универсальными, они способны выполнить любую миссию, но с меньшей эффективностью, чем это делают более специализированные самолеты.;;;x
LDESC_ESCORT;Escort Fighters are long-range fighters, designed to escort bombers and keep enemy interceptors from the bombers. They are drilled in tactics to achieve this mission and receive a bonus when escorting bombers. In Air Superiority missions, they are less effective.;Les chasseurs d’escorte sont des chasseurs а rayon d’action long destinйs а escorter les bombardiers et а йloigner les intercepteurs ennemis des bombardiers. Ils sont entraоnйs aux tactiques nйcessaires pour rйussir ce type de mission, et bйnйficient d’un bonus important quand ils escortent des bombardiers. Ils sont, en terme de supйrioritй aйrienne, comme qui dirait un peu moins efficaces.;I Caccia di scorta sono caccia ad ampio raggio progettati per scortare i bombardieri e tenere lontani gli intercettori nemici. Sono addestrati a questo scopo e quando scortano i bombardieri ricevono un grosso bonus. Sono un po’ meno efficaci nella Superioritа aerea.;Los cazas de escolta son aviones de gran alcance diseсados para proteger bombarderos y mantener a los interceptores enemigos lejos de ellos. Estбn entrenados en tбcticas especнficas para cumplir su misiуn y logran una gran ventaja cuando escoltan a bombarderos. Son algo menos eficaces en superioridad aйrea.;Begleitjдger sind Langstrecken-Jдger, die dafьr geschaffen sind, Bomber zu eskortieren und feindliche Abfangjдger von den Bombern fernzuhalten. Sie sind fьr ihre Mission taktisch hoch ausgebildet und erhalten Bonuspunkte, wenn sie Bomber begleiten. Zum Erlangen der Luftьberlegenheit sind sie weniger geeignet.;Myњliwce eskortuj№ce to samoloty duїego zasiкgu, przeznaczone do eskorty cennych bombowcуw. Ich taktyka skupia siк na wykonywaniu zadanej misji, a w poі№czeniu z bombowcami otrzymuj№ one znacz№ce premie. W bezpoњrednich walkach o przewagк w powietrzu s№ jednak mniej efektywne.;;Истребители сопровождения - это истребители с высоким радиусом действия, предназначенные для защиты бомбардировщиков от вражеских перехватчиков. Пилотов истребителей сопровождения обучаются тактике защиты бомбардировщиков, что дает им большое преимущество при сопровождении бомбардировщиков, но делает их менее эффективными в обычном воздушном бою, например при завоевании превосходства в воздухе.;;;x
LDESC_STRATEGIC_BOMBER;Strategic Bombers are the heaviest type of aircraft, designed to deliver a large payload of bombs to enemy provinces, with the aim of crippling his industry and infrastructure. However, the Strategic Bomber is slow despite its long range, which can make it vulnerable to attack by fighters.;Les bombardiers stratйgiques sont les plus lourds des avions. Ils sont conзus pour transporter d’importantes charges de bombes а lвcher sur les provinces ennemies dans le but de dйtruire leur industrie et leur infrastructure. Le bombardier stratйgique est un avion а long rayon d'action, mais lent, ce qui le rend particuliиrement vulnйrable aux attaques de chasseurs.;I bombardieri strategici sono i velivoli piщ pesanti e sono progettati per trasportare grossi carichi di bombe fino alle province nemiche, allo scopo di distruggerne industrie e infrastrutture. In ogni caso, nonostante l'ampio raggio d'azione, sono lenti e vulnerabili agli attacchi dei caccia.;Los bombarderos estratйgicos son las mбs pesadas de las aeronaves y estбn diseсados para soltar una enorme carga de bombas sobre las provincias del enemigo, con el propуsito de devastar su industria e infraestructuras. Sin embargo, el bombardero estratйgico es lento pese a su gran alcance, lo que lo hace muy vulnerable al ataque de los cazas.;Strategische Bomber sind die schwersten Flugzeugtypen und speziell dafьr konstruiert, eine groЯe Menge Bomben in die feindliche Provinz zu transportieren. Ihr Ziel ist die Schдdigung von Industrie und Infrastruktur. Die strategischen Bomber sind trotz ihrer Reichweite langsam, weswegen sie leicht von Jдgern angegriffen werden kцnnen.;Bombowce strategiczne to najciкїszy typ samolotуw, a ich przeznaczeniem jest zrzucenie jak najwiкkszej iloњci bomb na terytorium wroga, w celu sparaliїowania jego przemysіu i zniszczenia infrastruktury. Mimo duїego zasiкgu, bombowce strategiczne s№ powolne, co czyni je іatwym іupem dla myњliwcуw.;;Стратегический бомбардировщик - это самый тяжелый вид военного самолета, предназначенный для доставки большого количества бомб на территорию врага с целью нанести ущерб вражеской промышленности и инфраструктуре. Однако стратегический бомбардировщик относительно медленный самолет, что делает его уязвимым во время атак истребителей.;;;x
LDESC_TACTICAL_BOMBER;Tactical Bombers are medium-sized aircraft, larger than Fighters, yet smaller than Strategic Bombers, which are used primarily for delivering attacks against enemy ground units such as Armour and Infantry.  Although they have a limited dog-fighting capability, they can be easily outmatched by Fighters in air combat.;Les bombardiers tactiques sont des appareils de taille moyenne, plus grand que les chasseurs, plus petits que les bombardiers stratйgiques. Ils sont conзus pour attaquer les unitйs terrestres ennemies telles que les blindйs ou l’infanterie. Leur capacitй est limitйe en ce qui concerne les combats aйriens et ils sont assez facilement йliminйs par les chasseurs.;I bombardieri tattici sono velivoli di media grandezza (piщ grandi dei caccia, ma meno dei bombardieri strategici), utilizzati principalmente per attaccare le unitа terrestri come la fanteria e le unitа corazzate. Sebbene possiedano una limitata capacitа di combattimento aereo, sono facilmente sopraffatti dai caccia.;Los bombarderos tбcticos son aeronaves de tamaсo intermedio (mayores que los cazas, pero menores que los bombarderos estratйgicos) que se usan bбsicamente para atacar las unidades terrestres enemigas, como la infanterнa y los blindados.  Aunque tienen una capacidad limitada de combate a corta distancia, no son rivales para los cazas.;Taktische Bomber sind mittelgroЯe Flugzeuge, grцЯer als Jдger aber kleiner als strategische Bomber. Sie werden hauptsдchlich dazu verwendet, feindliche Bodeneinheiten, wie Panzer und Infanterie anzugreifen. Da sie ьber eine eingeschrдnkte Nahkampffдhigkeit verfьgen, kцnnen sie leicht von Jдgern im Luftkampf abgeschossen werden.;Bombowce taktyczne to samoloty њredniej wielkoњci, wiкksze od myњliwcуw, lecz mniejsze od bombowcуw strategicznych. Celem ich dziaіania s№ przede wszystkim ataki przeciwko wrogiej piechocie i pojazdom pancernym. Mimo, iї posiadaj№ pewn№ zdolnoњж walki w powietrzu, nie s№ w stanie stawiж czoіa myњliwcom.;;Тактический бомбардировщик - самолет средних размеров, больше, чем истребитель, но меньше стратегического бомбардировщика, который используется в основном для атаки на вражеские сухопутные части, такие как бронетанковые и пехотные войска. Однако их способность вести воздушный бой ограничена, они вероятнее всего потерпят поражение в бою с истребителями.;;;x
LDESC_TRANSPORT_PLANE;Transport Planes are designed to ferry men and materials over long distances quickly. Paratroops need Transport Planes in order to make a paradrop.;Les avions de transport sont conзus pour dйplacer rapidement hommes et matйriel sur de longues distances. L’arrivйe des parachutistes а leur destination finale est assurйe par les avions de transport qui continuent ensuite de les rйapprovisionner par voie aйrienne.;Gli aerei da trasporto sono stati progettati per trasportare rapidamente uomini e materiali a grande distanza. Sono utilizzati principalmente dai paracadutisti per farsi portare sull'obiettivo e ottenere rifornimenti aerei.;Los aviones de transporte estбn diseсados para transbordar hombres y materiales a largas distancias, hasta donde se los necesite con rapidez. Los paracaidistas confнan en los aviones de transporte para llegar hasta su objetivo y ser abastecidos desde el aire.;Transportflugzeuge sind dazu geschaffen, Mдnner und Material schnell ьber lange Strecken an ihren Einsatzort zu transportieren. Die Fallschirmjдger sind von den Transportflugzeugen in hohem MaЯe abhдngig. Ohne sie kцnnen sie weder ihr Ziel erreichen noch von ihnen aus der Luft versorgt werden.;Samoloty transportowe sіuї№ do przewozu ludzi i materiaіуw na duїe odlegіoњci, w krуtkim czasie. Spadochroniarze korzystaj№ z nich jako platformy transportowej i zaopatrzeniowej.;;Транспортные самолеты предназначены для перевозки людей и боеприпасов через большие расстояния туда, где в них нуждаются. Воздушно-десантные войска используют транспортные самолеты с целью добраться до объекта, а также для пополнения запасов с воздуха.;;;x
LDESC_BATTLESHIP;The Battleship is the Queen of the Sea. It is a massive floating gun platform, designed primarily to engage enemy capital ships at long range and send them to the bottom of the ocean. However, they are now vulnerable to air or submarine torpedo attacks, and the advent of the Aircraft Carrier has started to number their days.;Le cuirassй est le roi du combat naval. Gigantesque plate-forme de tir aux multiples canons, ce navire a йtй spйcialement conзu pour attaquer les navires ennemis. Il est toutefois particuliиrement vulnйrable aux attaques aйriennes ou sous-marines (par torpilles) et la crйation de porte-avions fut, pour cette classe, le dйbut de la fin.;La corazzata и la regina delle acque. Si tratta di un'enorme piattaforma armata galleggiante, progettata per attraccare le navi principali da molto lontano e spedirle sul fondo dell'oceano. In ogni caso, essa и vulnerabile agli attacchi aerei o ai siluri per sommergibili. Inoltre, l'avvento delle portaerei ne ha segnato i giorni.;El acorazado es el rey del mar, una enorme plataforma caсonera flotante diseсada bбsicamente para ocuparse de las grandes unidades de combate enemigas desde lejos y enviarlas al fondo del mar. Sin embargo, es vulnerable a los ataques de los torpedos, aйreos o submarinos y, con la apariciуn del portaaviones, tiene los dнas contados.;Das Schlachtschiff ist die Kцnigin der Meere. Es ist eine massive schwimmende Waffenplattform, die dazu geschaffen ist in erster Linie gegen feindliche GroЯkampfschiffe ьber eine lange Distanz hinweg vorzugehen und sie auf den Grund des Ozeans zu schicken. Leider sind sie gegenьber Torpedoattacken von U-Booten verwundbar und durch die Einfьhrung von Flugzeugtrдgern sind ihre Tage gezдhlt.;Pancernik to wіadca mуrz. Jest to potкїna, pіywaj№ca platforma ogniowa, przeznaczona gіуwnie do walki na dіugich dystansach zatapiania okrкtуw wroga. Pancerniki pozostaj№ jednak wraїliwe na ataki z powietrza i ataki torpedowe okrкtуw podwodnych, a wprowadzenie lotniskowcуw do floty oznacza, їe dni ich њwietnoњci s№ juї policzone.;;Линкор является Владыкой Морей. Это массивная плавающая тяжеловооруженная платформа, предназначенная в основном для ведения боя с крупными боевыми кораблями врага на большом расстоянии с целью их потопления. Однако они остаются уязвимыми перед воздушными атаками и атаками подводных лодок, и с появлением авианосцев этот корабль начал отсчет своих последних дней.;;;x
LDESC_LIGHT_CRUISER;Light Cruisers are little more than large destroyers. They are usually lightly armored to give good speed and range. They are normally used in an escort role for capital ships like battleships or carriers, granting protection mainly from enemy air attacks, but also from enemy submarines.;Les croiseurs lйgers sont simplement de gros destroyers. Ils sont gйnйralement lйgиrement blindйs, ce qui leur confиre une portйe et une vitesse correctes. On les utilise en principe pour escorter des navires-clй, comme les cuirassйs, ou les porte-avions , ils protиgent principalement des attaques aйriennes de l’ennemi, mais peuvent йgalement agir en cas d’attaque de sous-marin ennemi.;Gli Incrociatori leggeri sono qualcosa di piщ di grossi cacciatorpedinieri. Di solito presentano una corazza leggera che consente una buona velocitа e raggio d’azione. Vengono solitamente usati come scorta per le navi principali come le corazzate o le portaerei, per la difesa dagli attacchi aerei nemici, ma anche dai sottomarini nemici.;Los cruceros ligeros son poco mбs que grandes destructores. Normalmente van ligeramente acorazados para lograr una buena velocidad y alcance. Generalmente se emplean como escoltas de grandes buques, como acorazados o portaaviones, y les proporcionan protecciуn principalmente contra ataques aйreos enemigos, pero tambiйn contra submarinos.;Leichte Kreuzer sind nicht viel mehr als groЯe Zerstцrer. Normalerweise sind sie zugunsten von Geschwindigkeit und Reichweite leicht bewaffnet. Sie werden als Begleitschiffe fьr GroЯkampfschiffe wie Schlachtschiffe oder Flugzeugtrдger eingesetzt, um sie gegen feindliche Luftangriffe oder U-Boote zu schьtzen.;Lekkie kr№їowniki s№ niewiele wiкksze od duїych niszczycieli. S№ zazwyczaj lekko opancerzone, co gwarantuje im duї№ prкdkoњж i zasiкg. Ich podstawowym zadaniem jest eskorta okrкtуw gіуwnych, takich jak pancerniki czy lotniskowce i ochranianie ich przed atakami z powietrza i ze strony wrogich okrкtуw podwodnych.;;Легкий крейсер по размеру чуть крупнее эсминца. Он обладает легкой броней, но высокой скоростью и дальностью. Обычно легкие крейсера используются для сопровождения кораблей линейного типа (линкоров и линейных крейсеров), обеспечивая защиту от воздушных и, в меньшей степени, от подводных атак.;;;x
LDESC_HEAVY_CRUISER;Heavy Cruisers are larger and more heavily armored than their lighter counterparts. They have larger main guns, giving them the ability to bombard enemy units on land. They are effective against enemy surface ships, especially destroyers and light cruisers, but are susceptible to air and submarine attacks.;Les croiseurs lourds sont gйnйralement plus gros et plus blindйs que leurs homologues lйgers. Leurs canons principaux sont plus gros, ce qui leur permet de bombarder les unitйs ennemies а terre.  Ils sont efficaces contre les navires de surface ennemis, principalement contre les destroyers et les croiseurs lйgers, mais sont vulnйrables aux attaques aйriennes et aux sous-marins.;Gli Incrociatori pesanti sono piщ grossi e corazzati in modo piщ pesante rispetto alle controparti leggere. Dispongono di cannoni principali piщ grandi che consentono di bombardare le unitа nemiche a terra. Sono efficaci contro le navi di superficie nemiche, soprattutto cacciatorpedinieri e incrociatori leggeri, ma sono molto vulnerabili ad attacchi aerei e sottomarini.;Los cruceros pesados son mayores y estбn mбs fuertemente acorazados que sus homуlogos mбs ligeros. Tienen caсones mayores, lo que les da la capacidad de bombardear unidades enemigas en tierra. Son eficaces contra buques de superficie enemigos, sobre todo destructores y cruceros ligeros, pero vulnerables a los ataques aйreos y de submarinos.;Schwere Kreuzer sind grцЯer und schwerer bewaffnet als ihre leichteren Gegenstьcke. Sie verfьgen ьber grцЯere Hauptkanonen, mit denen sie auch feindliche Einheiten an Land angreifen kцnnen. Sie sind gegen feindliche Ьberwasserschiffe, hauptsдchlich Zerstцrer und leichte Kreuzer, einsetzbar aber leider recht anfдllig fьr Luft- und U-Boot-Angriffe.;Ciкїkie kr№їowniki s№ znacznie wiкksze i lepiej opancerzone od ich lekkich odmian. Maj№ wiкksze dziaіa, daj№ce im zdolnoњж bombardowania jednostek na l№dzie. S№ efektywne przeciwko jednostkom nawodnym, gіуwnie niszczycielom i lekkim kr№їownikom, ale s№ teї podatne na ataki z powietrza i ze strony okrкtуw podwodnych.;;Тяжелый крейсер крупнее и выносливее легкого крейсера. У него крупнее калибр орудий, что дает ему возможность обстреливать прибрежные зоны. Тяжелые крейсера эффективны против легких крейсеров и эсминцев, но уязвимы для подводных и воздушных атак.;;;x
